"","ID","year","plot","fppt","gppt","AGHE","ASGA","BRMO","CAMU","ESCA","HELU","LACA","LAPL","LOMU","LOSU","MIDO","ORDE","PLER","STPU","THSP","TRSP","VUMI","tcover"
"147","c_1_block2_bottom_1995","1995","c_1_block2_bottom",255.199503183365,1005.32775199413,0,0,0,4.25,2,0,8.75,0,0,1.75,35,2.5,11.25,3,0,0,0,97
"148","c_1_block2_top_1995","1995","c_1_block2_top",255.199503183365,1005.32775199413,0.5,0.75,0,6.25,0.25,0.25,2,0.5,0,0.5,35,2,7.5,6.25,0,0,0.5,96.25
"149","c_2_block1_bottom_1995","1995","c_2_block1_bottom",255.199503183365,1005.32775199413,0.5,0.75,0.5,20,0,0,11.25,0,0,1.75,6.75,8,8.75,0,0,0,4.25,87.25
"150","c_2_block1_top_1995","1995","c_2_block1_top",255.199503183365,1005.32775199413,0,0.5,2.75,10.5,0,0.5,7.5,0.5,0,2.75,26.25,2.75,15,1.25,0,0,4.75,102
"151","c_2_block2_bottom_1995","1995","c_2_block2_bottom",255.199503183365,1005.32775199413,0.25,0.75,0,25,0,0.25,25,1,0,0.5,9.25,10.5,6.75,0.25,0,0,2,107
"152","c_2_block2_top_1995","1995","c_2_block2_top",255.199503183365,1005.32775199413,0.25,1,0,22.5,0,0,6.75,1.5,0,1,6,5.5,12.5,10.5,0,0,6.75,101
"153","c_3_block1_bottom_1995","1995","c_3_block1_bottom",255.199503183365,1005.32775199413,1.5,1.5,0.25,5.25,0,0,22.5,1.25,0,3.75,22.5,1,20,0,0,0,7.25,105.25
"154","c_3_block1_top_1995","1995","c_3_block1_top",255.199503183365,1005.32775199413,1,4.75,6,7.5,0,0,17.5,0,0,5.5,25,0.5,13.75,0,0,0,2.75,119
"155","c_3_block2_bottom_1995","1995","c_3_block2_bottom",255.199503183365,1005.32775199413,1.75,1,1,8.75,0,0,27.5,1,1.75,2,15,1.25,20,3.75,0,0,9.25,128
"156","c_3_block2_top_1995","1995","c_3_block2_top",255.199503183365,1005.32775199413,1,1,2.25,9.25,0,0,17.5,0.25,0,2.75,25,0.5,20,0,0,2.75,3.5,119.25
"157","c_1_block1_bottom_1996","1996","c_1_block1_bottom",217.382000391372,786.975501482375,0.25,0.75,2.25,1.5,0.25,0,15,0,0,2.75,15,1.25,8.75,1.25,0,0,2,95.75
"158","c_1_block1_top_1996","1996","c_1_block1_top",217.382000391372,786.975501482375,0,0.5,0.75,4,0,0,21.25,0,0,1.5,5.5,0.75,7.5,3.75,0,0,25,92.5
"159","c_1_block2_bottom_1996","1996","c_1_block2_bottom",217.382000391372,786.975501482375,0,0.5,1,3.5,0,0,20,0,0,1.5,23.75,1.5,12.5,0.5,0,0,0.5,95
"160","c_1_block2_top_1996","1996","c_1_block2_top",217.382000391372,786.975501482375,0.25,0.5,0,22.5,0,0.75,6.25,0,0,0,6.25,1.25,11.25,5.5,0,0,3.5,91.25
"161","c_2_block1_bottom_1996","1996","c_2_block1_bottom",217.382000391372,786.975501482375,0.25,1.75,0.5,20,0,0,13.75,0,0,1.5,0,1,4,0,0,0,20,85.5
"162","c_2_block1_top_1996","1996","c_2_block1_top",217.382000391372,786.975501482375,0.5,0.25,7.25,22.5,0,0.25,7.5,0,0,1.5,5,1,14.25,0,0,0,4.25,84.75
"163","c_2_block2_bottom_1996","1996","c_2_block2_bottom",217.382000391372,786.975501482375,0,0.5,0.25,47.5,0,0,22.5,0,0,1,0,1,3.5,0,0,0,8.75,99.25
"164","c_2_block2_top_1996","1996","c_2_block2_top",217.382000391372,786.975501482375,0,0,0.25,52.5,0,0,12.5,0,0,0.5,0.5,0.5,11.25,7.5,0,0,4.75,106.75
"165","c_3_block1_bottom_1996","1996","c_3_block1_bottom",217.382000391372,786.975501482375,0.25,0.75,2,18,0,0.5,3.5,1.25,0,3.5,25,1.75,8,0,0,0,23,105.75
"166","c_3_block1_top_1996","1996","c_3_block1_top",217.382000391372,786.975501482375,1,0.75,5.5,23.75,0,0,2.75,0.25,0,3.5,26.25,1.25,4,2.5,0,0,2,106.25
"167","c_3_block2_bottom_1996","1996","c_3_block2_bottom",217.382000391372,786.975501482375,0,0.25,1,27.5,0,0,6.75,0.5,0,3.5,3.75,0.25,13.75,0,0,0,19.25,106.75
"168","c_3_block2_top_1996","1996","c_3_block2_top",217.382000391372,786.975501482375,1.5,1,2.75,35,0,0,1.5,0,0,3.5,8.5,1,20,0,0,0.75,12.5,106.25
"169","c_1_block1_bottom_1997","1997","c_1_block1_bottom",429.09524456365,770.268494165968,0,0.25,2.25,6,0.25,0,0,0,0,2.5,2,0.25,22.5,15,0,0.25,11.25,99.5
"170","c_1_block1_top_1997","1997","c_1_block1_top",429.09524456365,770.268494165968,0,0.5,1.5,8.75,0,0.25,0,0.5,0,1.5,1,1,15,20,0,0,22.5,92.75
"171","c_1_block2_bottom_1997","1997","c_1_block2_bottom",429.09524456365,770.268494165968,0,0.5,7.25,18.75,0,0,0,0,0,1.75,2,0.5,37.5,7.5,0,0,4.25,103
"172","c_1_block2_top_1997","1997","c_1_block2_top",429.09524456365,770.268494165968,0,1,1.5,20,0,0.5,0,0.5,0,2,1.5,1,21.25,3.75,0,0,4.75,96
"173","c_2_block1_bottom_1997","1997","c_2_block1_bottom",429.09524456365,770.268494165968,0,0.5,2,30,0,0,7.5,0,0,2,2.25,1.75,37.5,0,0,0,3,112.25
"174","c_2_block1_top_1997","1997","c_2_block1_top",429.09524456365,770.268494165968,0,0,3.75,16.25,0,0.25,6,0,0,1.75,0.5,1,40,3.75,0,0,8.5,109.75
"175","c_2_block2_bottom_1997","1997","c_2_block2_bottom",429.09524456365,770.268494165968,0,0.25,0,45,0,0.5,5.5,0.25,0,1.25,0.75,1,17.5,0,0,0,5.5,105
"176","c_2_block2_top_1997","1997","c_2_block2_top",429.09524456365,770.268494165968,0.25,0,1.5,27.5,0,0,15,0.5,0,1,0.75,1.75,35,10,0,0,5.5,123
"177","c_3_block1_bottom_1997","1997","c_3_block1_bottom",429.09524456365,770.268494165968,0.75,0.5,6.25,22.5,0,0,3,1,0,2.25,3.75,2.5,37.5,2.5,0,0,15.5,113.25
"178","c_3_block1_top_1997","1997","c_3_block1_top",429.09524456365,770.268494165968,0.25,0.75,3,17.5,0,0,1.5,1.25,0,2.75,3.5,0.25,40,2.5,0,0,16,115
"179","c_3_block2_bottom_1997","1997","c_3_block2_bottom",429.09524456365,770.268494165968,0.25,0,9.25,20,0,0,4.75,1,0,1,0,0.5,21.25,8.75,0,0,5.5,96.25
"180","c_3_block2_top_1997","1997","c_3_block2_top",429.09524456365,770.268494165968,0,0.5,13.75,47.5,0,0,2,1.25,0,2,0.5,0.5,22.5,0,0,0,11.75,115
"181","c_1_block1_bottom_1998","1998","c_1_block1_bottom",316.980748657137,1212.33175516501,0,0.25,0.5,15,0.25,0,1,0,0,8,0,1,32.5,2.5,0,0,0,102.5
"182","c_1_block1_top_1998","1998","c_1_block1_top",316.980748657137,1212.33175516501,0,1.5,1.5,13,0,0,1.5,0,0,1.5,0,0.5,15,7.5,0,0,1,92.75
"183","c_1_block2_bottom_1998","1998","c_1_block2_bottom",316.980748657137,1212.33175516501,0.25,0.75,1,14.25,0,0,1,0,0,2.5,0,1.5,57.5,5,0,0,0.5,106.25
"184","c_1_block2_top_1998","1998","c_1_block2_top",316.980748657137,1212.33175516501,0,0.75,0.5,32.5,0,0,0,1,0,3,0.5,2.5,32.5,6.25,0,0,1.5,107.25
"185","c_2_block1_bottom_1998","1998","c_2_block1_bottom",316.980748657137,1212.33175516501,0.5,0.5,1,22.5,0,0,4.25,0,0,2,1,6.75,57.5,1.25,0,0,0.5,114
"186","c_2_block1_top_1998","1998","c_2_block1_top",316.980748657137,1212.33175516501,0,0.75,0.5,15,0,1,5.5,0,0.5,4.25,0,1.75,50,6.25,0,0,0.25,121.25
"187","c_2_block2_bottom_1998","1998","c_2_block2_bottom",316.980748657137,1212.33175516501,1,0.5,0,25,0,0.5,7.5,0,0,1,0.25,2.75,40,0,0,0,0.5,107
"188","c_2_block2_top_1998","1998","c_2_block2_top",316.980748657137,1212.33175516501,0.5,0,0.5,17.5,0,0,8.75,0,0.5,0.5,0,8,32.5,12.5,0,0,1.5,111.25
"189","c_3_block1_bottom_1998","1998","c_3_block1_bottom",316.980748657137,1212.33175516501,1.5,1,0.5,17.5,0,1,3,1,0,5.5,0,4.25,47.5,0,0,0,1.5,111.75
"190","c_3_block1_top_1998","1998","c_3_block1_top",316.980748657137,1212.33175516501,0,1.25,0,20,0,0,2.25,0.25,0,6.25,0,1.75,40,8.75,0,0,0.5,105.25
"191","c_3_block2_bottom_1998","1998","c_3_block2_bottom",316.980748657137,1212.33175516501,0.5,0.25,0,15,0,0.5,10,0.25,0,6.75,0,1,17.5,5.5,0,0,0,106.5
"192","c_3_block2_top_1998","1998","c_3_block2_top",316.980748657137,1212.33175516501,0.5,1,1.75,32.5,0,0,2.75,1.25,0,8.75,0,0.5,40,1.25,0,0,1,112.25
"193","c_1_block1_bottom_1999","1999","c_1_block1_bottom",177.408500373363,652.971999824047,0,0,4.75,9.25,0,0,4.75,0,0,2.25,0,0.25,6.75,3.75,0,0.5,1.25,73
"194","c_1_block1_top_1999","1999","c_1_block1_top",177.408500373363,652.971999824047,0.75,0.5,7.75,2.25,0,0,5.5,0,0,0.5,1.25,0.5,6,3.75,0,0,0.25,81.75
"195","c_1_block2_bottom_1999","1999","c_1_block2_bottom",177.408500373363,652.971999824047,0.5,0,6.25,6.75,0,0,3.25,0,10,0.5,0,0.5,8.75,1.25,0,0,2.25,81.25
"196","c_1_block2_top_1999","1999","c_1_block2_top",177.408500373363,652.971999824047,0.5,0,1,47.5,0,0,1.25,0,0,2,0,1,12.5,6.25,0,0,1,92.75
"197","c_2_block1_bottom_1999","1999","c_2_block1_bottom",177.408500373363,652.971999824047,0.75,0.25,2.75,30,0,0,2.75,0,0,2,0,1.5,40,2.5,0,0,0.5,107
"198","c_2_block1_top_1999","1999","c_2_block1_top",177.408500373363,652.971999824047,0,0,0,15,0,0,5.5,0,0.25,2,0.25,2.5,37.5,5,0,0,0,102.75
"199","c_2_block2_bottom_1999","1999","c_2_block2_bottom",177.408500373363,652.971999824047,1.5,0,0,37.5,0,0,10,0,0,1.75,0,0.5,30,0,0,0,0,104
"200","c_2_block2_top_1999","1999","c_2_block2_top",177.408500373363,652.971999824047,1.25,0,0.25,40,0,0,11.25,0,0,1.5,0,1.5,12.5,10,0,0,0.5,104.5
"201","c_3_block1_bottom_1999","1999","c_3_block1_bottom",177.408500373363,652.971999824047,2,0.5,1.25,35,0,0,5,0,0,1.5,0,0.75,35,0,0,0,0.25,99
"202","c_3_block1_top_1999","1999","c_3_block1_top",177.408500373363,652.971999824047,0,1.25,1,30,0,0,1,0,0,4.75,0,2,40,2.5,0,0.5,1.25,105.25
"203","c_3_block2_bottom_1999","1999","c_3_block2_bottom",177.408500373363,652.971999824047,1.25,0,0,20,0,0,7.5,0,0,2,0,1.5,17.5,0,0,0,0,104.5
"204","c_3_block2_top_1999","1999","c_3_block2_top",177.408500373363,652.971999824047,1.5,0.5,1.75,42.5,0,0,0.5,0.25,0,5.5,0.5,0.5,32.5,1.25,0,0,1,106
"205","c_1_block1_bottom_2000","2000","c_1_block1_bottom",84.1490007638931,681.85124361515,1,0.25,1.5,3.75,2.5,0,5.5,0,0,2,2.25,0.25,25,1.25,0,0,6.75,106
"206","c_1_block1_top_2000","2000","c_1_block1_top",84.1490007638931,681.85124361515,0,2.25,6.75,0,0,0.25,7.5,0,0,1,0,0,11.25,1.75,0,0,8,101
"207","c_1_block2_bottom_2000","2000","c_1_block2_bottom",84.1490007638931,681.85124361515,1,0.5,6.5,3.5,0,0,4.25,0,0,1,3.5,0.5,50,0,0,0,8,107.25
"208","c_1_block2_top_2000","2000","c_1_block2_top",84.1490007638931,681.85124361515,1,0.25,8.75,5.5,0,0,4.75,0,0,2.5,1.5,0.5,20,0,0,0,23,104.75
"209","c_2_block1_bottom_2000","2000","c_2_block1_bottom",84.1490007638931,681.85124361515,1.75,0,4.25,10,0,0,2,0,0,2,0,1.25,62.5,0,0,0,2.25,104.25
"210","c_2_block1_top_2000","2000","c_2_block1_top",84.1490007638931,681.85124361515,1,0,0,11.25,0,0.75,5.5,0,0,1.5,3.5,2.75,40,0,0,0,2.5,100.75
"211","c_2_block2_bottom_2000","2000","c_2_block2_bottom",84.1490007638931,681.85124361515,2,0,0,13.75,0,0.25,13.75,0,0,1,0,1.75,55,0,0,0,1.5,106
"212","c_2_block2_top_2000","2000","c_2_block2_top",84.1490007638931,681.85124361515,2,0,2.25,17.5,0,0,15,0,0.25,2,0,1.5,30,0,0,0,3.5,107.5
"213","c_3_block1_bottom_2000","2000","c_3_block1_bottom",84.1490007638931,681.85124361515,1,0,0.5,18.75,0,0.5,8.75,1.25,0,1,3,1.5,35,0,0,0,1,109.75
"214","c_3_block1_top_2000","2000","c_3_block1_top",84.1490007638931,681.85124361515,1,0.25,0,11.75,0,0,2.25,0.5,0,2.75,0,2.75,37.5,11.25,0,0,0.5,108.5
"215","c_3_block2_bottom_2000","2000","c_3_block2_bottom",84.1490007638931,681.85124361515,0.25,0.25,0,3,0,0,5.5,0,0.25,1.75,0.25,0,5.5,0,0,0,0,102.25
"216","c_3_block2_top_2000","2000","c_3_block2_top",84.1490007638931,681.85124361515,1.5,0,0.5,20,0,0,9.75,0.5,0,7.5,1.75,1.25,35,3.75,0,0.5,2.25,104
"217","c_1_block1_bottom_2001","2001","c_1_block1_bottom",122.5235003829,532.399750649929,1.5,0,4.75,6.25,0,0,15,0,0,2.75,11.25,0.5,35,8.75,0,0.5,3,108
"218","c_1_block1_top_2001","2001","c_1_block1_top",122.5235003829,532.399750649929,1.25,0,7.5,1.5,0,0.5,27.5,0,0,1.25,1.5,0.25,25,8.75,0,0,15,110.5
"219","c_1_block2_bottom_2001","2001","c_1_block2_bottom",122.5235003829,532.399750649929,0.5,0,2.5,6.25,0,0,8.75,0,0,1,5.5,2.75,47.5,7.5,0,0,1.75,94.25
"220","c_1_block2_top_2001","2001","c_1_block2_top",122.5235003829,532.399750649929,0.5,0,22.5,15,0,0,3.5,0,0,2,8.5,1.25,27.5,6.25,0,0,1.25,97
"221","c_2_block1_bottom_2001","2001","c_2_block1_bottom",122.5235003829,532.399750649929,0.5,0,13,10,0,0.25,3.5,0,0,0.5,0.5,3.5,52.5,1.25,0,0,4.25,104
"222","c_2_block1_top_2001","2001","c_2_block1_top",122.5235003829,532.399750649929,0.5,0.25,1.5,22.5,0,0,11.25,0,0,0.5,0.25,9.25,35,1.25,0,0,2.25,106
"223","c_2_block2_bottom_2001","2001","c_2_block2_bottom",122.5235003829,532.399750649929,0.5,0.25,0.5,30,0,0,12.5,0,0,0.5,0.5,10.5,37.5,0,0,0,1,101.5
"224","c_2_block2_top_2001","2001","c_2_block2_top",122.5235003829,532.399750649929,1.5,0.25,2.25,25,0,0,20,0,0,0,0.5,2.5,32.5,0,0,0,0.5,110.75
"225","c_3_block1_bottom_2001","2001","c_3_block1_bottom",122.5235003829,532.399750649929,1.5,0.5,0,16.25,0,0,22.5,0,0,0.5,1.5,8,32.5,5.5,0,0,0.5,109.25
"226","c_3_block1_top_2001","2001","c_3_block1_top",122.5235003829,532.399750649929,2,1,0,17.5,0,0,2.75,0,0,5,1.25,6.75,35,13.75,0,0,1,109.25
"227","c_3_block2_bottom_2001","2001","c_3_block2_bottom",122.5235003829,532.399750649929,1.5,0.75,0,5.5,0,0.25,9.25,0,0.25,0.5,0.25,0.75,13.75,10,0,0,0,114.25
"228","c_3_block2_top_2001","2001","c_3_block2_top",122.5235003829,532.399750649929,1.75,0,1,35,0,0,13.75,0,0,1,0.75,3.5,27.5,7.5,0,0.25,1,109
"229","c_1_block1_bottom_2002","2002","c_1_block1_bottom",394.554751574993,579.703502357006,0.5,0,22.5,1.75,1.75,0,7.5,0,0,10,5,0.25,17.5,8,0,1.5,0.5,97.5
"230","c_1_block1_top_2002","2002","c_1_block1_top",394.554751574993,579.703502357006,0.5,1.75,30,5.5,0,0,15,0,0,2.25,0,1.25,27.5,6.25,0,0,1.5,102
"231","c_1_block2_bottom_2002","2002","c_1_block2_bottom",394.554751574993,579.703502357006,0.5,0.5,6,2.25,0,0,11.25,0,0,1,17.75,5.5,25,5,0,0,7.5,97.25
"232","c_1_block2_top_2002","2002","c_1_block2_top",394.554751574993,579.703502357006,0.5,0.5,47.5,8.75,0,0,6.75,0,0,3.5,2.75,4,25,0.25,0,0,0,112
"233","c_2_block1_bottom_2002","2002","c_2_block1_bottom",394.554751574993,579.703502357006,0,0.5,37.5,5.5,0,0,5.5,0,0,2.25,0,3.75,27.5,1.25,0,0,10.5,110
"234","c_2_block1_top_2002","2002","c_2_block1_top",394.554751574993,579.703502357006,0.75,0,6.75,10,0,0,13.75,0,0,2,0,9,27.5,0,0,0,6.75,111
"235","c_2_block2_bottom_2002","2002","c_2_block2_bottom",394.554751574993,579.703502357006,1.75,0,2,21.25,0,0.25,12.5,0,0,4.25,0.5,10,30,0,0,0,1.25,109.75
"236","c_2_block2_top_2002","2002","c_2_block2_top",394.554751574993,579.703502357006,1.5,0,8,10,0,0,20,0,0,1,0.5,4.25,25,2.75,0,0,1,115.25
"237","c_3_block1_bottom_2002","2002","c_3_block1_bottom",394.554751574993,579.703502357006,2.25,0,0.5,9.25,0,0,25,0.25,0,0.5,8.5,3,25,0,0,0,0.75,105
"238","c_3_block1_top_2002","2002","c_3_block1_top",394.554751574993,579.703502357006,5,1.25,0.5,11.75,0,0.25,6.25,0.25,0,6.25,6,10,37.5,1.25,0,0,2.75,107.75
"239","c_3_block2_bottom_2002","2002","c_3_block2_bottom",394.554751574993,579.703502357006,1.25,0.5,1.5,3.5,0,1.25,25,0.5,0,1.5,5,0,22.5,7.5,0,0,0.5,108
"240","c_3_block2_top_2002","2002","c_3_block2_top",394.554751574993,579.703502357006,4.25,1.25,3.75,9.25,0,0,10,0,0,2.75,11.25,3.5,32.5,0.5,0,1.75,1,106.75
"241","c_1_block1_bottom_2003","2003","c_1_block1_bottom",479.73300010711,752.001501388848,0,0.25,35,15.5,1,0.25,5.5,0,0,4.75,9.25,0.25,16.25,7.5,0,0,0,108
"242","c_1_block1_top_2003","2003","c_1_block1_top",479.73300010711,752.001501388848,0.5,0,50,4.25,0,0.25,2.25,0,0,2,0.5,0.5,13,4.25,0,0,0,97
"243","c_1_block2_bottom_2003","2003","c_1_block2_bottom",479.73300010711,752.001501388848,0,0,14.25,6.75,0,0,6.25,0,0,0.5,20.5,4.75,10,7.5,0,0,8,99
"244","c_1_block2_top_2003","2003","c_1_block2_top",479.73300010711,752.001501388848,0.25,0.25,55,11.25,0,0,2.25,0,0,1.25,8.75,1.5,13.75,1.75,0,0,0.5,105
"245","c_2_block1_bottom_2003","2003","c_2_block1_bottom",479.73300010711,752.001501388848,0.25,0.5,65,10,0,0.25,2.75,0,0,1.25,0,1,12.5,1,0,0,0,107.25
"246","c_2_block1_top_2003","2003","c_2_block1_top",479.73300010711,752.001501388848,0,0.25,23.75,20,0,0,10.5,0,0,1,0.5,6.5,25,0,0,0,1.25,108.75
"247","c_2_block2_bottom_2003","2003","c_2_block2_bottom",479.73300010711,752.001501388848,1.25,0,0,40,0,0,22.5,0,0,1,0.5,4.75,15,0,0,0,0,104.25
"248","c_2_block2_top_2003","2003","c_2_block2_top",479.73300010711,752.001501388848,0.25,0.25,8,32.5,0,0,8.75,0,0,0,0.5,3.5,22.5,2.5,0,0,0,102.75
"249","c_3_block1_bottom_2003","2003","c_3_block1_bottom",479.73300010711,752.001501388848,2,0,0.5,16.25,0,0.25,25,1,0,0.5,20,1.5,15,1.25,0,0,0,105.5
"250","c_3_block1_top_2003","2003","c_3_block1_top",479.73300010711,752.001501388848,1.5,0.5,0.5,32.5,0,0,6.25,0,0,3,7.5,4.25,35,0,0,0.5,0,104.25
"251","c_3_block2_bottom_2003","2003","c_3_block2_bottom",479.73300010711,752.001501388848,0.5,0,0.5,13,0,0.5,27.5,0.5,0,0,11.25,0.75,16.25,2.5,0,0,0,104.75
"252","c_3_block2_top_2003","2003","c_3_block2_top",479.73300010711,752.001501388848,0.25,0.5,1.25,22.5,0,0,8.75,0,0,1.75,18.75,2.5,25,1.25,0,0.5,0.5,101.5
"253","c_1_block1_bottom_2004","2004","c_1_block1_bottom",222.237245915458,492.77924364619,0.25,0,50,4.25,0.25,0,1,0.5,0,3.5,2,0,8,8.75,0,1.25,0.5,85.25
"254","c_1_block1_top_2004","2004","c_1_block1_top",222.237245915458,492.77924364619,0.5,0,75,7.25,0,0,0.5,0,0,1.75,0.5,0,4.25,7.5,0,0,0,104.25
"255","c_1_block2_bottom_2004","2004","c_1_block2_bottom",222.237245915458,492.77924364619,0,0,48.75,3.5,0,0,3,0.5,0,1,8,1,5.5,7.5,0,0,1.75,102.25
"256","c_1_block2_top_2004","2004","c_1_block2_top",222.237245915458,492.77924364619,0,0,77.5,7.5,0,0,0,0,0,1.5,4.5,0,4.25,2.5,0,0,0,104
"257","c_2_block1_bottom_2004","2004","c_2_block1_bottom",222.237245915458,492.77924364619,0,0,77.5,6.25,0,0.5,1.25,0,0,1.5,0.5,0.25,4,4.25,0,0,0,105.5
"258","c_2_block1_top_2004","2004","c_2_block1_top",222.237245915458,492.77924364619,0,0,45,7.5,0,0,3,0,0,1,1.75,0.25,4.75,0,0,0,0,103.25
"259","c_2_block2_bottom_2004","2004","c_2_block2_bottom",222.237245915458,492.77924364619,1.25,0,0.5,18.75,0,0,20,0,0,0.5,3,2,12.5,0,0,0,0.5,102
"260","c_2_block2_top_2004","2004","c_2_block2_top",222.237245915458,492.77924364619,1.5,0,0,20,0,0,6.25,0.5,0.25,1.75,2,0.75,15,0,0,0,0,97
"261","c_3_block1_bottom_2004","2004","c_3_block1_bottom",222.237245915458,492.77924364619,0.5,0.25,1,4.25,0,0,5.5,0,0,0,4.25,0.5,8,0,0,0,0,102.75
"262","c_3_block1_top_2004","2004","c_3_block1_top",222.237245915458,492.77924364619,1.5,0.75,2.75,30,0,0,5.5,1.75,0,3,10,1.5,25,0,0,3,0.75,109
"263","c_3_block2_bottom_2004","2004","c_3_block2_bottom",222.237245915458,492.77924364619,1,0,2.25,8.75,0,0.75,22.5,1.75,0,0.5,20,0.25,15,0.5,0,0,0,107.75
"264","c_3_block2_top_2004","2004","c_3_block2_top",222.237245915458,492.77924364619,0.5,0.5,8,15,0,0,6.25,0.5,0,0.5,13,1.5,8.75,0,0,2.5,0.5,101.75
"265","c_1_block1_bottom_2005","2005","c_1_block1_bottom",308.439503267407,808.121011331677,0.5,1.75,45,7.5,0,0,0,6.25,0,3,12.5,0,9.25,0,0,3,8.5,109.75
"266","c_1_block1_top_2005","2005","c_1_block1_top",308.439503267407,808.121011331677,0,3.5,67.5,3,0,0.5,0,0,0,8,1,0,2,3.75,0,0,1,108.75
